spend,race,income,age,sex,schoolYears
763.8885534096298,white,23549.0,35.0,male,0.0
915.8458255290726,hispanic,27575.0,36.0,male,0.0
575.1770483126203,black,72190.0,29.0,male,0.0
737.5480367604665,white,51787.0,45.0,female,0.0
817.5472609993928,white,77163.0,54.0,female,0.0
553.8726881835022,other,99102.0,29.0,male,0.0
784.2125665438307,white,22139.0,53.0,female,0.0
731.7708032673273,black,402605.0,33.0,male,0.0
833.3518958760624,white,110641.0,55.0,female,0.0
746.1990271074797,white,16499.0,50.0,female,0.0
712.7668007750899,white,113292.0,33.0,male,0.0
823.3269392052946,white,134441.0,52.0,female,0.0
851.9559931930355,white,70184.0,37.0,male,0.0
739.7346938223476,hispanic,45250.0,47.0,female,0.0
795.5938063776758,white,139143.0,49.0,female,0.0
840.8141724712913,white,26972.0,55.0,female,0.0
864.2757506727407,white,172181.0,37.0,male,0.0
741.2236177119115,other,66738.0,48.0,female,0.0
807.40820378558,white,320154.0,35.0,male,0.0
749.911991779354,white,108923.0,47.0,female,0.0
751.2174980145983,white,138518.0,45.0,female,0.0
698.9256201937798,white,30031.0,45.0,female,0.0
805.6941916207837,black,27519.0,37.0,male,0.0
707.0549424145225,black,41011.0,34.0,male,0.0
759.9348794063449,hispanic,97141.0,49.0,female,0.0
814.4691516068599,white,17644.0,37.0,male,0.0
831.5836261908986,white,327433.0,54.0,female,0.0
815.0996733693414,other,55259.0,55.0,female,0.0
734.6864146340455,white,17785.0,47.0,female,0.0
1064.4956087896687,hispanic,31586.0,40.0,male,0.0
826.2756395091012,white,17048.0,37.0,male,0.0
784.6635041160392,hispanic,41219.0,32.0,male,0.0
1133.4481757383805,white,69056.0,45.0,male,0.0
720.7032435803276,other,136238.0,44.0,female,0.0
845.7562277252505,white,41238.0,54.0,female,0.0
669.3101668866984,white,15210.0,32.0,male,0.0
720.2309857845777,black,3725.0,34.0,male,0.0
991.5735074184547,black,17421.0,42.0,male,0.0
1122.6087135868688,hispanic,33527.0,42.0,male,0.0
782.7714888455789,other,114745.0,35.0,male,0.0
1072.3818234402265,hispanic,62250.0,40.0,male,0.0
927.1491336332035,asian,79875.0,52.0,female,1.0
811.6717870302468,white,56328.0,52.0,female,0.0
730.4318212212929,other,18838.0,48.0,female,0.0
699.6570384443555,other,21918.0,47.0,female,0.0
733.6602514824945,hispanic,55609.0,47.0,female,0.0
774.8311265336039,white,113850.0,47.0,female,0.0
794.6478181068692,white,18210.0,52.0,female,0.0
896.5619544169186,white,114060.0,38.0,male,0.0
749.3245186034887,white,53189.0,48.0,female,0.0
635.0916725922098,white,16944.0,32.0,male,0.0
1006.5329354092024,hispanic,52998.0,38.0,male,0.0
793.2020994257114,white,27490.0,52.0,female,0.0
756.9876388728181,other,333939.0,47.0,female,0.0
748.2097697598459,hispanic,34438.0,48.0,female,0.0
587.562961599944,black,85495.0,53.0,female,0.0
975.3952294013311,asian,58118.0,58.0,female,1.0
764.9303026738364,hispanic,44840.0,50.0,female,0.0
822.0747057282838,white,35348.0,37.0,male,0.0
734.2137644452572,other,13886.0,35.0,male,0.0
734.0343660190836,other,353570.0,34.0,male,0.0
725.582955151225,white,4698.0,50.0,female,0.0
524.0356016575186,asian,130073.0,25.0,male,0.0
744.4611545622215,black,31294.0,35.0,male,0.0
779.0945875501199,white,9355.0,37.0,male,0.0
734.9610078608072,white,27089.0,49.0,female,0.0
739.5368264165585,white,25114.0,50.0,female,0.0
803.0449445057521,white,67590.0,52.0,female,0.0
595.4271133431739,black,27900.0,30.0,male,0.0
724.1931981515775,white,7366.0,49.0,female,0.0
1081.1058174757336,hispanic,47331.0,40.0,male,0.0
736.3119271705337,white,318997.0,33.0,male,0.0
643.2715969208218,black,16124.0,60.0,female,0.0
778.3351039653603,hispanic,51093.0,51.0,female,0.0
787.8096153228059,white,7095.0,54.0,female,0.0
780.5563879381922,white,207266.0,50.0,female,0.0
547.8693242471305,black,17473.0,51.0,female,0.0
547.4503897875777,white,62235.0,28.0,male,0.0
760.9215376217703,hispanic,167382.0,29.0,male,0.0
536.2235518782692,black,4699.0,51.0,female,0.0
740.244362665111,hispanic,17379.0,50.0,female,0.0
860.5682184817695,other,96510.0,54.0,female,0.0
808.055619407229,white,57142.0,53.0,female,0.0
762.0815032873467,white,22255.0,51.0,female,0.0
862.8818834659397,white,22006.0,38.0,male,0.0
842.7509119082367,other,905940.0,53.0,female,0.0
1016.7773187615757,white,116402.0,41.0,male,0.0
731.1395383060672,white,430478.0,43.0,female,0.0
701.9561643325101,white,132271.0,33.0,male,0.0
600.5138545017605,white,229251.0,28.0,male,0.0
659.765947216719,white,72348.0,41.0,female,0.0
754.0015701783768,white,49266.0,48.0,female,0.0
860.5123761533172,white,68684.0,58.0,female,0.0
955.901853909077,asian,113427.0,51.0,female,1.0
619.5175193826215,asian,91181.0,30.0,male,0.0
775.0079902275329,other,102521.0,35.0,male,0.0
729.7900373584295,other,64834.0,34.0,male,0.0
697.9436236456429,white,7194.0,46.0,female,0.0
790.2626595128011,white,25970.0,54.0,female,0.0
809.4878744269784,white,36401.0,54.0,female,0.0
749.6810501285672,asian,52714.0,34.0,male,0.0
528.8623431687924,other,29048.0,28.0,male,0.0
770.5048239765727,hispanic,305584.0,46.0,female,0.0
772.3543339066969,white,159397.0,49.0,female,0.0
829.8322578279427,white,251913.0,54.0,female,0.0
691.095706953007,black,86795.0,32.0,male,0.0
863.7709734846992,white,138603.0,57.0,female,0.0
519.8641282369316,white,6351.0,27.0,male,0.0
603.4530345611836,white,52617.0,30.0,male,0.0
711.2831819376141,white,26284.0,34.0,male,0.0
739.030920640418,white,29613.0,34.0,male,0.0
631.244449393569,black,117601.0,30.0,male,0.0
562.7219598141631,black,23716.0,51.0,female,0.0
701.6343615230174,other,95616.0,32.0,male,0.0
912.4364516370363,white,80271.0,39.0,male,0.0
861.8585626307837,asian,21885.0,49.0,female,1.0
839.4750689741264,white,268916.0,54.0,female,0.0
772.1478293258564,black,21317.0,36.0,male,0.0
696.1886701688587,white,21620.0,45.0,female,0.0
791.9880461323307,white,70593.0,50.0,female,0.0
866.0825336888482,white,43004.0,38.0,male,0.0
921.1876974177023,other,146500.0,39.0,male,0.0
680.6526203212359,hispanic,110761.0,42.0,female,0.0
899.9073145274746,white,108851.0,60.0,female,0.0
935.0039935290192,asian,13751.0,40.0,male,0.0
674.3214034166691,white,35284.0,42.0,female,0.0
580.367064788746,asian,9620.0,30.0,male,0.0
691.8941962371877,white,11651.0,46.0,female,0.0
710.3709795632899,black,8605.0,34.0,male,0.0
778.6920475945542,white,53056.0,35.0,male,0.0
900.0466527279932,white,89717.0,39.0,male,0.0
554.717006319247,black,22372.0,51.0,female,0.0
872.2308343013477,white,124214.0,38.0,male,0.0
695.9762794386096,white,46527.0,44.0,female,0.0
726.062175350339,other,30599.0,34.0,male,0.0
630.2093934629884,white,86385.0,30.0,male,0.0
708.6722256096131,hispanic,8100.0,29.0,male,0.0
740.372869372914,white,20707.0,49.0,female,0.0
899.7847078301489,asian,42189.0,50.0,female,1.0
847.4597038535977,white,383971.0,54.0,female,0.0
824.4143859252025,white,31568.0,37.0,male,0.0
848.6702148611994,hispanic,328508.0,31.0,male,0.0
860.1827321761997,white,110018.0,37.0,male,0.0
806.560526708098,white,89181.0,36.0,male,0.0
790.2920838555013,white,71229.0,51.0,female,0.0
747.0190101006059,hispanic,109817.0,47.0,female,0.0
780.8153451504718,white,97843.0,49.0,female,0.0
838.266408448673,white,64110.0,55.0,female,0.0
812.1971837568913,black,45498.0,36.0,male,0.0
558.8535478230126,black,32996.0,50.0,female,0.0
772.400844610548,white,161722.0,34.0,male,0.0
689.9337633728891,white,3057.0,46.0,female,0.0
761.8991055482802,white,48413.0,34.0,male,0.0
855.4780259242983,white,76202.0,55.0,female,0.0
740.1880879416588,white,12491.0,47.0,female,0.0
765.1211656055499,white,16611.0,36.0,male,0.0
795.6412487702489,white,154629.0,35.0,male,0.0
774.7383280983087,white,37947.0,49.0,female,0.0
778.6792645576338,white,132208.0,51.0,female,0.0
849.3683893564275,other,163862.0,53.0,female,0.0
802.3347876678217,white,26382.0,37.0,male,0.0
841.5403636524396,white,37419.0,38.0,male,0.0
802.6718273762593,white,119408.0,50.0,female,0.0
817.5538233400357,asian,173837.0,36.0,male,0.0
632.4984469174194,white,74083.0,30.0,male,0.0
565.8308082878937,black,27820.0,52.0,female,0.0
709.2175568771897,other,36299.0,46.0,female,0.0
861.4257986900432,other,138397.0,56.0,female,0.0
768.1804183459465,other,37423.0,51.0,female,0.0
763.9012344708808,hispanic,33506.0,51.0,female,0.0
689.594635059732,other,71704.0,44.0,female,0.0
784.917657633515,white,59531.0,35.0,male,0.0
639.1585270519793,white,25799.0,31.0,male,0.0
811.8470469756184,white,60946.0,54.0,female,0.0
739.0045400047995,white,40350.0,48.0,female,0.0
653.9694593813637,white,112250.0,31.0,male,0.0
697.4522945204628,white,27456.0,45.0,female,0.0
878.327781416309,white,107889.0,58.0,female,0.0
595.2125196619363,black,26157.0,30.0,male,0.0
656.3579855335769,white,144868.0,31.0,male,0.0
758.5733179172333,white,43816.0,35.0,male,0.0
751.6239049414203,white,17037.0,35.0,male,0.0
955.0922631532562,hispanic,16136.0,37.0,male,0.0
775.0124402862504,white,77839.0,35.0,male,0.0
505.17685364607405,black,22633.0,47.0,female,0.0
798.7115145125586,hispanic,9559.0,33.0,male,0.0
770.8135020046409,white,13168.0,50.0,female,0.0
895.630359664751,black,18102.0,40.0,male,0.0
622.1416980021503,black,78273.0,56.0,female,0.0
769.1357129333098,white,46306.0,49.0,female,0.0
826.4167456117756,hispanic,76710.0,52.0,female,0.0
765.0130555736112,other,97984.0,48.0,female,0.0
814.490356838384,white,21158.0,55.0,female,0.0
851.7643910847764,asian,89302.0,45.0,female,1.0
733.5511010678721,other,154077.0,45.0,female,0.0
781.627823794214,white,18809.0,36.0,male,0.0
996.1256518951174,white,66429.0,41.0,male,0.0
757.0810198883672,white,184009.0,45.0,female,0.0
723.3548040796103,asian,30668.0,34.0,male,0.0
786.9554983282925,white,81810.0,49.0,female,0.0
849.9114276704886,other,389413.0,52.0,female,0.0
859.9225178722056,white,81223.0,38.0,male,0.0
746.4808613985048,black,27423.0,35.0,male,0.0
935.957865415017,hispanic,167779.0,35.0,male,0.0
809.7372708312063,white,34046.0,54.0,female,0.0
767.6963016282511,white,181449.0,48.0,female,0.0
866.7426500042869,white,36274.0,38.0,male,0.0
874.3635391862832,asian,94341.0,51.0,female,1.0
739.538759078781,white,8449.0,49.0,female,0.0
764.0801803271465,white,5190.0,52.0,female,0.0
501.2371378084978,white,76373.0,25.0,male,0.0
729.5011014248983,other,64111.0,47.0,female,0.0
471.264858349398,black,10323.0,46.0,female,0.0
810.992613383698,white,50107.0,54.0,female,0.0
879.4453710051515,white,184407.0,59.0,female,0.0
775.7630368208382,white,16671.0,36.0,male,0.0
736.9707109502401,white,113944.0,48.0,female,0.0
633.6134108074797,black,82972.0,56.0,female,0.0
804.0246238115028,white,70241.0,52.0,female,0.0
789.2468275160301,white,77736.0,50.0,female,0.0
594.2188108032213,black,11169.0,30.0,male,0.0
736.2660837614801,other,11088.0,48.0,female,0.0
729.953848481394,white,11192.0,50.0,female,0.0
799.2212556572276,hispanic,44868.0,53.0,female,0.0
715.9263709057092,white,61475.0,43.0,female,0.0
991.4831894995266,hispanic,12821.0,38.0,male,0.0
627.2210454268461,white,384699.0,29.0,male,0.0
910.9855309672596,hispanic,164257.0,35.0,male,0.0
764.5275186684946,white,580489.0,34.0,male,0.0
834.1970010984436,white,35785.0,55.0,female,0.0
675.3680162770972,white,77866.0,31.0,male,0.0
861.0808582577365,white,132079.0,55.0,female,0.0
685.1398111259936,white,10826.0,44.0,female,0.0
557.0293921348124,black,168821.0,49.0,female,0.0
906.52384457374,asian,42297.0,51.0,female,1.0
945.7063194600241,asian,137508.0,50.0,female,1.0
836.8489477550686,asian,39139.0,48.0,female,1.0
764.575573902175,white,12357.0,51.0,female,0.0
778.4045466936082,hispanic,63051.0,52.0,female,0.0
537.0821067101276,white,30614.0,27.0,male,0.0
835.5147546948875,hispanic,19302.0,33.0,male,0.0
737.602126238241,white,20795.0,50.0,female,0.0
759.7075196522926,other,227377.0,47.0,female,0.0
767.7232463039929,white,17210.0,53.0,female,0.0
621.4315593459321,black,243843.0,29.0,male,0.0
505.7500760462712,black,81974.0,25.0,male,0.0
843.0797986985332,white,64970.0,37.0,male,0.0
895.2498153669734,white,195000.0,39.0,male,0.0
743.3987708117863,hispanic,33527.0,49.0,female,0.0
721.5357262847444,white,18248.0,34.0,male,0.0
919.0463116706254,asian,167876.0,47.0,female,1.0
782.5579501133243,white,133128.0,50.0,female,0.0
662.4356282277346,white,25921.0,31.0,male,0.0
775.5849084670431,white,225912.0,49.0,female,0.0
658.3693565901254,white,24568.0,33.0,male,0.0
433.1227184731513,black,27387.0,40.0,female,0.0
587.205186445431,black,181095.0,49.0,female,0.0
772.5268274895448,other,123841.0,50.0,female,0.0
807.0236077246608,white,91141.0,54.0,female,0.0
847.5974682802295,other,18694.0,38.0,male,0.0
681.659483159438,asian,53704.0,32.0,male,0.0
808.9840130827166,white,74144.0,37.0,male,0.0
669.1570155864503,white,98132.0,39.0,female,0.0
806.39638312444,other,34918.0,36.0,male,0.0
878.9442986800474,white,576731.0,56.0,female,0.0
789.0793471539972,hispanic,88326.0,51.0,female,0.0
486.88792784511253,black,21958.0,44.0,female,0.0
805.7715902257556,black,41843.0,37.0,male,0.0
555.7410865373968,black,158482.0,48.0,female,0.0
561.8736173820882,black,105463.0,48.0,female,0.0
819.0523565148678,asian,18814.0,49.0,female,1.0
803.1159074189311,other,103815.0,51.0,female,0.0
739.4516096255884,other,19130.0,49.0,female,0.0
833.0404551979661,white,60033.0,56.0,female,0.0
659.1226473779192,white,66017.0,32.0,male,0.0
772.6730254299536,white,51817.0,49.0,female,0.0
726.0632733430259,white,14669.0,48.0,female,0.0
659.9525602756581,other,85877.0,32.0,male,0.0
713.8435517894869,white,26178.0,47.0,female,0.0
818.0092173914992,hispanic,31568.0,54.0,female,0.0
871.8857696254416,white,135304.0,38.0,male,0.0
953.6582770566122,asian,56367.0,54.0,female,1.0
779.0722537126406,hispanic,220212.0,47.0,female,0.0
784.2362256401813,other,192259.0,48.0,female,0.0
703.7266356457633,white,64581.0,33.0,male,0.0
802.3054848343207,white,396538.0,49.0,female,0.0
674.8511737656173,white,37811.0,41.0,female,0.0
693.1439238536335,white,23744.0,33.0,male,0.0
617.4625939894946,white,41284.0,30.0,male,0.0
603.7837361920641,black,16070.0,31.0,male,0.0
791.5010948866653,other,41555.0,52.0,female,0.0
951.1835199779501,asian,85874.0,55.0,female,1.0
739.0630117410219,black,156242.0,34.0,male,0.0
587.4422994327937,black,308624.0,52.0,female,0.0
806.9325405316081,white,31488.0,37.0,male,0.0
1092.7060945591177,black,422465.0,43.0,male,0.0
859.3871560810813,hispanic,168784.0,57.0,female,0.0
563.8224843612117,black,27816.0,50.0,female,0.0
705.7474110669573,hispanic,181889.0,43.0,female,0.0
800.5557982690916,hispanic,43609.0,53.0,female,0.0
833.0921007734761,other,182722.0,54.0,female,0.0
719.3145898871751,other,114208.0,45.0,female,0.0
742.3598529771687,white,14537.0,48.0,female,0.0
782.0932858213912,hispanic,57829.0,52.0,female,0.0
514.0755537902336,white,120508.0,25.0,male,0.0
800.9790249480923,hispanic,51298.0,55.0,female,0.0
539.04537928747,black,28496.0,51.0,female,0.0
761.5633603630038,white,6942.0,52.0,female,0.0
776.9381035710471,white,30010.0,51.0,female,0.0
821.4389263107533,white,38162.0,37.0,male,0.0
670.5001380888586,white,185559.0,31.0,male,0.0
668.6933836515384,other,45231.0,33.0,male,0.0
828.8079632794006,asian,4449.0,48.0,female,1.0
741.8003059148139,white,139697.0,46.0,female,0.0
510.82140184901516,black,99617.0,44.0,female,0.0
677.0452500241195,white,30696.0,32.0,male,0.0
650.815862376371,other,38453.0,31.0,male,0.0
761.6600963715065,hispanic,23666.0,30.0,male,0.0
627.4074052285487,other,287990.0,30.0,male,0.0
847.7837580011426,hispanic,67282.0,32.0,male,0.0
957.2510772100686,asian,53010.0,55.0,female,1.0
700.4389328122438,other,18365.0,45.0,female,0.0
823.9717265951373,white,156527.0,50.0,female,0.0
674.6396836631114,white,67847.0,44.0,female,0.0
763.5294383190828,hispanic,51556.0,49.0,female,0.0
754.4365705461039,other,218912.0,49.0,female,0.0
750.2712338815649,white,86465.0,45.0,female,0.0
540.5261375037999,black,137109.0,47.0,female,0.0
974.4751975138122,hispanic,256600.0,36.0,male,0.0
695.1673262014549,black,238272.0,33.0,male,0.0
782.9882434628738,hispanic,164291.0,51.0,female,0.0
840.1826993393431,asian,66066.0,46.0,female,1.0
856.196872693555,white,255969.0,37.0,male,0.0
712.0137568677293,white,76619.0,44.0,female,0.0
744.4938166086579,white,26608.0,35.0,male,0.0
740.6124769622722,white,33283.0,48.0,female,0.0
945.8732795876879,hispanic,28960.0,36.0,male,0.0
753.0138603161666,white,58945.0,34.0,male,0.0
900.8696405288422,hispanic,14535.0,35.0,male,0.0
885.0536295590875,other,164928.0,39.0,male,0.0
678.9741639747342,white,65654.0,32.0,male,0.0
854.0729819912814,other,74498.0,38.0,male,0.0
983.6789383661378,black,20165.0,42.0,male,0.0
697.3879724368525,white,10307.0,46.0,female,0.0
976.5163406607103,black,30879.0,42.0,male,0.0
695.3855762209953,black,23155.0,33.0,male,0.0
830.7786943005173,hispanic,116455.0,55.0,female,0.0
718.8090849223646,hispanic,41675.0,46.0,female,0.0
816.8978745495223,white,56940.0,56.0,female,0.0
638.806075502015,asian,93948.0,31.0,male,0.0
831.0856473331309,white,21567.0,54.0,female,0.0
892.2126291876008,white,64970.0,39.0,male,0.0
823.5568177115459,hispanic,43265.0,54.0,female,0.0
824.014578527254,white,82605.0,37.0,male,0.0
650.4149523639811,white,48314.0,41.0,female,0.0
672.8181802304495,black,106137.0,31.0,male,0.0
841.5068837800275,hispanic,155768.0,54.0,female,0.0
756.3173282691924,other,22231.0,49.0,female,0.0
786.958678814106,white,148850.0,50.0,female,0.0
756.5756482291229,white,32178.0,35.0,male,0.0
733.567259098081,white,71158.0,45.0,female,0.0
700.4395306988453,white,7294.0,47.0,female,0.0
779.5875585799118,asian,44631.0,35.0,male,0.0
780.3294149004685,white,145534.0,48.0,female,0.0
1079.1088538926122,hispanic,108988.0,39.0,male,0.0
805.9528645874499,white,45247.0,53.0,female,0.0
842.3687827804013,hispanic,27882.0,57.0,female,0.0
747.5647337681269,white,74407.0,34.0,male,0.0
860.9289259305613,white,15167.0,57.0,female,0.0
725.2023100682215,white,60814.0,46.0,female,0.0
761.0527421626904,white,80761.0,50.0,female,0.0
859.4033107417217,white,55338.0,60.0,female,0.0
917.5826690944808,hispanic,121866.0,36.0,male,0.0
881.8740053272902,other,28615.0,39.0,male,0.0
587.5880298226749,black,15949.0,54.0,female,0.0
763.3051985603546,white,284968.0,46.0,female,0.0
744.9207001376541,white,228171.0,34.0,male,0.0
641.16119566395,white,46287.0,31.0,male,0.0
727.6228946124786,white,45836.0,44.0,female,0.0
603.2718683457156,black,23945.0,55.0,female,0.0
769.1228757870399,white,40564.0,35.0,male,0.0
787.2609627376365,white,102116.0,49.0,female,0.0
959.6877925359288,asian,152644.0,53.0,female,1.0
781.0522054482891,white,159421.0,49.0,female,0.0
1103.8000959994836,hispanic,140653.0,40.0,male,0.0
571.6362614398838,black,37261.0,52.0,female,0.0
690.1663278528968,white,97759.0,32.0,male,0.0
786.7801013538556,white,29179.0,50.0,female,0.0
737.1947293069751,white,25053.0,48.0,female,0.0
1084.566286637655,hispanic,48550.0,41.0,male,0.0
865.1837463149263,white,17506.0,59.0,female,0.0
753.4612087413656,other,12889.0,51.0,female,0.0
887.0293117764858,asian,22625.0,39.0,male,0.0
915.6687289521319,white,230804.0,39.0,male,0.0
723.7890602480771,white,337185.0,33.0,male,0.0
784.3155558214197,white,34487.0,51.0,female,0.0
788.6540041703663,hispanic,26374.0,51.0,female,0.0
773.6366797647172,white,116973.0,47.0,female,0.0
725.6765156629572,black,122370.0,33.0,male,0.0
777.2673674243773,white,57094.0,35.0,male,0.0
497.25173137474934,white,39090.0,26.0,male,0.0
792.5257314698581,white,5333.0,54.0,female,0.0
632.1028993648431,asian,89670.0,30.0,male,0.0
752.174347170482,hispanic,12008.0,49.0,female,0.0
605.7762514147586,white,288090.0,28.0,male,0.0
618.5688376393384,black,116708.0,54.0,female,0.0
922.8042384109212,white,57165.0,40.0,male,0.0
860.1949680208401,hispanic,128626.0,32.0,male,0.0
732.899230536958,white,4408.0,48.0,female,0.0
768.5444080204285,white,44862.0,50.0,female,0.0
908.92868361779,white,107029.0,39.0,male,0.0
729.4770366504293,white,29947.0,49.0,female,0.0
787.2414213136474,white,39402.0,36.0,male,0.0
787.9571919039653,white,210778.0,35.0,male,0.0
670.7709620663132,white,26908.0,32.0,male,0.0
685.2501516332836,white,56819.0,42.0,female,0.0
795.4649625352497,white,121826.0,35.0,male,0.0
742.5463922121523,other,48640.0,46.0,female,0.0
587.0122002962407,white,17370.0,30.0,male,0.0
577.1951463786186,white,11856.0,29.0,male,0.0
952.3381962130219,asian,265043.0,50.0,female,1.0
751.0561110525825,white,58832.0,35.0,male,0.0
850.9233708828156,asian,15836.0,38.0,male,0.0
725.9149041785599,other,145432.0,45.0,female,0.0
835.5360329876071,white,23531.0,56.0,female,0.0
769.7158742185737,white,117851.0,35.0,male,0.0
760.6282650310708,white,187241.0,49.0,female,0.0
543.6072584110956,other,286226.0,27.0,male,0.0
779.01046841786,white,47046.0,50.0,female,0.0
551.3713438953033,black,22614.0,51.0,female,0.0
898.5310339302391,hispanic,20374.0,34.0,male,0.0
702.7640842480337,hispanic,116191.0,43.0,female,0.0
774.1614657408472,white,25722.0,54.0,female,0.0
881.8292269760402,asian,19782.0,51.0,female,1.0
749.2431405148179,black,114427.0,35.0,male,0.0
865.8168012942383,asian,342375.0,44.0,female,1.0
751.2857275652572,white,11088.0,49.0,female,0.0
694.0562462714876,white,71325.0,32.0,male,0.0
722.2067497867921,white,22898.0,48.0,female,0.0
970.9484765032134,white,75674.0,41.0,male,0.0
730.5904049175398,other,27770.0,50.0,female,0.0
1004.2913939301327,hispanic,157240.0,38.0,male,0.0
753.4615143603596,other,32759.0,49.0,female,0.0
576.0464304815821,black,29001.0,52.0,female,0.0
714.486862018801,other,8167.0,35.0,male,0.0
858.4948636779421,white,147274.0,38.0,male,0.0
775.588909562066,white,157275.0,47.0,female,0.0
815.4382888462653,white,52447.0,53.0,female,0.0
529.9790270588973,black,18162.0,50.0,female,0.0
831.0674821652187,white,55608.0,55.0,female,0.0
785.1012605243756,other,411594.0,50.0,female,0.0
746.6961614976532,white,263163.0,34.0,male,0.0
782.2700753822314,white,208029.0,46.0,female,0.0
851.9411948780671,other,19485.0,57.0,female,0.0
618.9816606078502,black,90855.0,55.0,female,0.0
580.9737842422932,black,168937.0,28.0,male,0.0
721.6009005133285,white,98700.0,43.0,female,0.0
723.6372041208052,white,25292.0,47.0,female,0.0
731.3166393986384,white,48963.0,47.0,female,0.0
772.5960714474361,white,76781.0,36.0,male,0.0
766.3359226027603,white,29661.0,35.0,male,0.0
685.780137696461,white,26946.0,34.0,male,0.0
771.2844178621147,white,53239.0,50.0,female,0.0
771.0942643520267,white,193605.0,49.0,female,0.0
904.4280174185238,white,32543.0,40.0,male,0.0
641.5731570190301,other,8457.0,32.0,male,0.0
766.1299422818215,white,41377.0,49.0,female,0.0
848.5737313801544,white,27858.0,39.0,male,0.0
724.5503383546817,white,124518.0,44.0,female,0.0
702.8318535405241,other,13929.0,47.0,female,0.0
870.0020299676414,white,19113.0,39.0,male,0.0
720.6141373862408,black,299189.0,33.0,male,0.0
753.9498964242641,asian,45816.0,35.0,male,0.0
681.6332461667106,white,47769.0,32.0,male,0.0
722.7617011072324,white,336782.0,45.0,female,0.0
768.0000962128041,white,13081.0,36.0,male,0.0
762.6781022241887,white,62444.0,47.0,female,0.0
875.8563742968176,asian,101576.0,47.0,female,1.0
729.5959534147513,white,28081.0,47.0,female,0.0
712.2936863437194,white,119453.0,44.0,female,0.0
1171.0594884438942,white,12368.0,46.0,male,0.0
808.1409181842108,white,164045.0,51.0,female,0.0
780.7458104534821,hispanic,107612.0,50.0,female,0.0
737.2331408764562,other,178354.0,47.0,female,0.0
646.4839470051594,hispanic,12335.0,27.0,male,0.0
754.7208919919358,white,30325.0,49.0,female,0.0
881.810256114826,white,141829.0,38.0,male,0.0
525.9364701353567,black,273062.0,44.0,female,0.0
787.9174151916544,hispanic,96215.0,31.0,male,0.0
791.8431947544565,white,28343.0,36.0,male,0.0
842.2387883415007,white,16335.0,57.0,female,0.0
724.8679211807514,white,82167.0,42.0,female,0.0
620.8457896710303,hispanic,31972.0,26.0,male,0.0
728.1640180117242,white,6122.0,48.0,female,0.0
762.8172678348428,hispanic,78724.0,48.0,female,0.0
937.8884988836916,asian,80946.0,52.0,female,1.0
786.2175764411923,white,81628.0,51.0,female,0.0
704.9668428266398,white,21150.0,45.0,female,0.0
631.7929039605995,white,14847.0,31.0,male,0.0
594.0397196477087,white,69682.0,29.0,male,0.0
754.6870138791976,white,8426.0,35.0,male,0.0
